URL,category_code,category_description,date_added,source,notes
shamilonline.org,MILX,Terrorism and Militants,2014-04-15,citizenlab,
shender.ru,CULTR,Culture,2014-04-15,citizenlab,
shoah.org.uk,NEWS,News Media,2014-04-15,citizenlab,
shram.kiev.ua,SRCH,Search Engines,2014-04-15,citizenlab,
shturmnovosti.com,NEWS,News Media,2014-04-15,citizenlab,
simya.com.ua,NEWS,News Media,2014-04-15,citizenlab,
skaji.net,NEWS,News Media,2014-04-15,citizenlab,
smh.com.au,NEWS,News Media,2014-04-15,citizenlab,
smi.ru,NEWS,News Media,2014-04-15,citizenlab,
sobytiya.info,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
softilla.ru,MMED,Media sharing,2014-04-15,citizenlab,
sovest.org,POLR,Political Criticism,2014-04-15,citizenlab,
sovinform.ru,POLR,Political Criticism,2014-04-15,citizenlab,
sps.ru,POLR,Political Criticism,2014-04-15,citizenlab,
sptimes.ru,NEWS,News Media,2014-04-15,citizenlab,
ssdv.ru,COMM,E-commerce,2014-04-15,citizenlab,
stargame.ru,GMB,Gambling,2014-04-15,citizenlab,
statvo.narod.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
strana.ru,NEWS,News Media,2014-04-15,citizenlab,
sultancasino.ru,GMB,Gambling,2014-04-15,citizenlab,
suvorov.com,CULTR,Culture,2014-04-15,citizenlab,
svoboda.org,NEWS,News Media,2014-04-15,citizenlab,
svobodanews.ru,NEWS,News Media,2014-04-15,citizenlab,
taipeitimes.com,NEWS,News Media,2014-04-15,citizenlab,
tass.ru,NEWS,News Media,2014-04-15,citizenlab,
telecafe.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
themoscowtimes.com,NEWS,News Media,2014-04-15,citizenlab,
thenational.ae,NEWS,News Media,2014-04-15,citizenlab,
theotherrussia.org,NEWS,News Media,2014-04-15,citizenlab,
theotherrussia.ru,POLR,Political Criticism,2014-04-15,citizenlab,
thiru.com.sg,COMM,E-commerce,2014-04-15,citizenlab,
transparency.org.ru,NEWS,News Media,2014-04-15,citizenlab,
trud.org,POLR,Political Criticism,2014-04-15,citizenlab,
trust.org,NEWS,News Media,2014-04-15,citizenlab,
tvc.ru,NEWS,News Media,2014-04-15,citizenlab,
tymoshenko.ua,NEWS,News Media,2014-04-15,citizenlab,
ucoz.ru,NEWS,News Media,2014-04-15,citizenlab,
ucoz.ruserviceblog.html,GRP,Social Networking,2014-04-15,citizenlab,
ucsmr.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
ugcc.org.ua,REL,Religion,2014-04-15,citizenlab,
unifemcis.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,
unrussia.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
vdagestan.com,MILX,Terrorism and Militants,2014-04-15,citizenlab,
velesova-sloboda.org,CULTR,Culture,2014-04-15,citizenlab,
vesti.ru,NEWS,News Media,2017-10-16,igorv,
vestnikmostok.ru,NEWS,News Media,2014-04-15,citizenlab,
visatovietnam.us,COMM,E-commerce,2014-04-15,citizenlab,
vladimirvladimirovich.com,POLR,Political Criticism,2014-04-15,citizenlab,
voanews.comrussian,NEWS,News Media,2014-04-15,citizenlab,
vremya.tv,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
vsenamarsh.ru,POLR,Political Criticism,2014-04-15,citizenlab,
watchdog.cz,HUMR,Human Rights Issues,2014-04-15,citizenlab,
wcons.org.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
webmasterpro.com.ua,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
webmoney.ru,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
weedy.be,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
who.dk,PUBH,Public Health,2014-04-15,citizenlab,
who.inttopicsfamily_planningru,XED,Sex Education,2014-04-15,citizenlab,
wikia.comwikia,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
winenews.ru,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
womnet.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
worldmeets.us,NEWS,News Media,2014-04-15,citizenlab,
wsws.org,NEWS,News Media,2014-04-15,citizenlab,
wsws.orgru1999dez1999heal-d03.shtml,PUBH,Public Health,2014-04-15,citizenlab,
wuor.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
wur.newmail.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
xakep.ru,HACK,Hacking Tools,2014-04-15,citizenlab,
yabloko.ru,POLR,Political Criticism,2014-04-15,citizenlab,
yandex.ru,NEWS,News Media,2014-04-15,citizenlab,
yapfiles.ru,NEWS,News Media,2014-04-15,citizenlab,
yaplakal.com,NEWS,News Media,2014-04-15,citizenlab,
yhrm.hrworld.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
yhrm.org,POLR,Political Criticism,2014-04-15,citizenlab,
youtube.comwatch?v=ytholtbgyxy,POLR,Political Criticism,2014-04-15,citizenlab,
zapmeta.ws,MMED,Media sharing,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
zaprava.ru,POLR,Political Criticism,2014-04-15,citizenlab,
zdn.su,PUBH,Public Health,2014-04-15,citizenlab,
zerkalo-nedeli.com,NEWS,News Media,2014-04-15,citizenlab,
znopr.ru,PUBH,Public Health,2014-04-15,citizenlab,
wwwoman.ru,XED,Sex Education,2014-04-15,citizenlab,
wwwoman.rus.php755.htm,XED,Sex Education,2014-04-15,citizenlab,
x-dvd.com.ua,PORN,Pornography,2014-04-15,citizenlab,
x-video.com.ua,PORN,Pornography,2014-04-15,citizenlab,
xmob.kiev.ua,PORN,Pornography,2014-04-15,citizenlab,
xn----dtbrg3ale.xn--p1ai,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
xn--80aaifmgl1achx.xn--p1ai,GMB,Gambling,2014-04-15,citizenlab,
xn--c1acbl2abdlkab1og.xn--p1ai,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
xn--d1ahnhhx.su,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
xs.gay.ru,LGBT,LGBT,2014-04-15,citizenlab,
xterror.narod.ru,HACK,Hacking Tools,2014-04-15,citizenlab,
xvideos.com,NEWS,News Media,2014-04-15,citizenlab,
xxiveklnr.su,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
yadumayu.ru,NEWS,News Media,2014-04-15,citizenlab,
yalta-tv.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
yaltatv.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
yashin.livejournal.com,POLR,Political Criticism,2014-04-15,citizenlab,
yesche.biz,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
yhrm.hrworld.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
youtube.com,NEWS,News Media,2014-04-15,citizenlab,
yury108.blogspot.com,NEWS,News Media,2014-04-15,citizenlab,
zabormozga.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
zaukraine.comblog,NEWS,News Media,2014-04-15,citizenlab,
zhurnal.lib.ru,MISC,Miscelaneous content,2014-04-15,citizenlab,
zn.ua,NEWS,News Media,2014-04-15,citizenlab,
ru.wikisource.org,CULTR,Culture,2019-06-07,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country
ru.m.wikisource.org,CULTR,Culture,2019-06-07,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country
go338.top,NEWS,News Media,2019-11-02,Community members,Blocked based on court decision
trident-ua.info,NEWS,News Media,2019-11-02,Community members,Blocked based on court decision
enigma.ua,NEWS,News Media,2019-11-02,Community members,Blocked based on court decision
blogs.korrespondent.net,NEWS,News Media,2019-11-02,Community members,Blocked based on court decision
seychas.press,HACK,Hacking Tools,2019-11-02,Community members,Blocked based on court decision
netadvocate.org,NEWS,News Media,2019-11-02,Community members,Blocked based on court decision
compromat.ws,POLR,Political Criticism,2019-11-02,Community members,Blocked based on court decision
ua-24.com,NEWS,News Media,2019-11-02,Community members,Blocked based on court decision
moscow-post.press,NEWS,News Media,2019-11-02,Community members,Blocked based on court decision
novindoosh.com,NEWS,News Media,2019-11-02,Community members,Blocked based on court decision
stalker-world.net,NEWS,News Media,2019-11-02,Community members,Blocked based on court decision
rospres.press,NEWS,News Media,2019-11-02,Community members,Blocked based on court decision
informator.news,NEWS,News Media,2019-11-02,Community members,Blocked based on court decision
ustav.press,NEWS,News Media,2019-11-02,Community members,Blocked based on court decision
ukrpress.info,NEWS,News Media,2019-11-02,Community members,Blocked based on court decision
